título,año,kms,link,precio,zona,descripción
Ford Fiesta Max 1.6 Max Edg Plu,2006,225.000,https://auto.mercadolibre.com.ar/MLA-1456543331-ford-fiesta-max-2006-16-max-edg-plu,6000 dólares,La Matanza - Bs.As. G.B.A. Oeste,El vendedor no incluyó una descripción del producto
Fiat Palio 1.8 R,2007,178.500,https://auto.mercadolibre.com.ar/MLA-1940538694-fiat-palio-2007-18-r,6000 dólares,Capital Federal - Capital Federal,El vendedor no incluyó una descripción del producto
Ika Jeep Furgon,1999,10.000,https://auto.mercadolibre.com.ar/MLA-1941018816-ika-jeep-furgon,6000 dólares,Gualeguaychú - Entre Ríos,El vendedor no incluyó una descripción del producto
Chevrolet Meriva 1.8 Gls,2007,253.000,https://auto.mercadolibre.com.ar/MLA-1941611328-chevrolet-meriva-2007-18-gls,5950000 pesos,Avellaneda - Bs.As. G.B.A. Sur,Anda a gnc NO GASTA ACEITE NI VENTEA debe algunas multas se puede charlar un poco no mucho el precio ya que la puse barata por el estado que se encuentra NO ME INTERESA OK ....SOY PARTICULAR LA VENDO POR TEMA DE TRABAJO
Suzuki Fun 1.4 N Aa Da,2008,207.000,https://auto.mercadolibre.com.ar/MLA-1456559905-suzuki-fun-2008-14-n-aa-da,6000000 pesos,Vicente López - Bs.As. G.B.A. Norte,El vendedor no incluyó una descripción del producto
Peugeot 206 1.4 Xr,2003,197.000,https://auto.mercadolibre.com.ar/MLA-1456571875-peugeot-206-14-xr,6000000 pesos,Altos de San Lorenzo - La Plata - Buenos Aires Interior,"Modelo 2003 , soy el titular , busco la plata o permuto solo por tornado"
Fiat Siena 1.4 Fire Da,2013,170.000,https://auto.mercadolibre.com.ar/MLA-1456645767-fiat-siena-14-fire-da,6000000 pesos,Flores - Capital Federal - Capital Federal,"Fiat Siena Fire 1.4 nafta y gnc grande, full ,aire , dirección, cierre centralizado, alarma, levanta vidrios eléctricos, ex taxi"
Ford Falcon 3.6 Ghia Full 4Ct,1983,110.000,https://auto.mercadolibre.com.ar/MLA-1940805572-ford-falcon-1983-36-ghia-full-4ct,6000000 pesos,Colón - Entre Ríos,El vendedor no incluyó una descripción del producto
Volkswagen Voyage 1.6 Trenline 101cv,2016,232.000,https://auto.mercadolibre.com.ar/MLA-1941020894-volkswagen-voyage-2016-16-trenline-101cv,6000000 pesos,Mar del Plata - Bs.As. Costa Atlántica,"Listo para transferir Vtv hasta 2025, precio charlable"
Chevrolet Classic Clássic ,2008,300.000,https://auto.mercadolibre.com.ar/MLA-1941220712-chevrolet-classic-classic,6000000 pesos,Baradero - Buenos Aires Interior,El vendedor no incluyó una descripción del producto
Renault Clio Rsi,1997,180.000,https://auto.mercadolibre.com.ar/MLA-1456581481-renault-clio-rsi-swap-20-16v-f4r,6100 dólares,Ezpeleta - Quilmes - Bs.As. G.B.A. Sur,"Renault Clio Rsi 1997 Swap 2.0 16v (F4r) Motor asentado en los papeles. 100% Legal de calle. Comput Programable Megasquirt2pro b2techEmbrague 4 pastillas Sinterizado Bomba externa Tipo Mercedes 6 bar (manguera mallada alta presión - acoples de bronce) Dosadora de comb alto caudal Escape Completo 4 a 1 a medida en 3” Mariposa Trabajada Largador Wideband Orlan Rober + temp agua + presión de aceite Freno a Disco x4 ( Pastillas y discos todo nuevo) Espejos con regulación eléctrica y rebatibles , Alza cristales eléctricos, alarma de luces encendidas, cierre centralizado. Tiene hecho tratamiento cerámico “ Can Coat Evo “ , recientemente también realizada limpieza de tapizados. Hermoso casco tal cual las fotos ,Nada picado , ni Podrido. Trompa con cree led completa , altas , bajas y antinieblas. Titular, listo para transferir. Banqueo 160hp 100% Nafta. esta tal cual las fotos y se lo puede ver sin compromiso en Zona sur , Ciudad de Quilmes. Valor: $6.100 usd o pesos al Blue del día."
Peugeot 206 1.9 D Premium,2007,190.500,https://auto.mercadolibre.com.ar/MLA-1456464099-peugeot-206-19-d-premiun,6055000 pesos,Villa Ballester - General San Martín - Bs.As. G.B.A. Norte,"Muy lindo 206.Muy buen casco, nunca un choque (trae a tu chapista).Le funciona todo, AA, levanta cristales delanteros eléctricos, espejos eléctricos, cierre automáticos de puertas en rodaje, cierre centralizado en llave original, tercera luz de stop, luz antiniebla trasero y delanteros.Con todas las calcos de fábrica. Fotos de los burletes. VTV vence en Febrero 25.4 cubiertas nuevas (muestro factura de compra). Distribución hecha hace 18.000 kms. Grabado de autopartes. Titular. Al día.Muy lindo andar.Puedo permutar por auto con GNC en el mismo valor y condiciones. (necesito un auto con GNC por eso lo vendo)"
Renault Twingo 1.2 Authentique,1998,74.000,https://auto.mercadolibre.com.ar/MLA-1940835056-renault-twingo-1998-12-authentique,6200 dólares,Lomas de Zamora - Bs.As. G.B.A. Sur,Excelente estado funciona todo aire acondicionado cubiertas nuevas
Peugeot 306 1.8 Test Match,2000,160.000,https://auto.mercadolibre.com.ar/MLA-1941016686-peugeot-306-18-test-match,6200 dólares,Isidro Casanova - La Matanza - Bs.As. G.B.A. Oeste,Vendo Peugeot 306 test Mach 1.8 16vTitular al día
Chevrolet Astra 2.0 Gl,2008,165.300,https://auto.mercadolibre.com.ar/MLA-1941206298-chevrolet-astra-20-gl,6200 dólares,Rafael Castillo - La Matanza - Bs.As. G.B.A. Oeste,Chevrolet Astra GL 2008 Con GNC 165300 KMTercer Dueño Titular Al Día Sin DeudasExelente Andar Funciona Todo Su Equipamiento Único Detalle Pintura Del Techo Quemada
Volkswagen Fox 1.6,2006,115.000,https://auto.mercadolibre.com.ar/MLA-1941255486-volkswagen-fox-16,6200 dólares,Ituzaingó - Bs.As. G.B.A. Oeste,Vendo Volkswagen Fox 2006-115.000 km-3 puertas -Levanta vidrios manuales -Aire -Dirección Tiene todos los papeles y no debe nada.Se puede ver por Ituzaingó
Peugeot 206 1.9 Xrd Premium 5 p,2005,209.000,https://auto.mercadolibre.com.ar/MLA-1456504889-peugeot-206-2005-19-xrd-premium-5-p,6190000 pesos,Quilmes - Bs.As. G.B.A. Sur,"Vendo tomo permutas de mi interés Peugeot 206 xtd 1.9 diesell Funciona todo su equipamiento techo solar corredizo,climatizador,aire acondicionado calefacción,levanta cristales, cierre centralizado y tapizado de pana en muy buen estado Es un auto con detalles no es para exigentes, documentación al dia..."
Fiat Siena Hld,1999,246.000,https://auto.mercadolibre.com.ar/MLA-1456502557-fiat-siena-hld,6200000 pesos,Castelar - Bs.As. G.B.A. Oeste,"FIAT SIENA HLD 4 Puertas. Año 1997. Turbo Diésel. Titular, papeles al día.  VTV recién hecha (vto. 10/2025).  Es el modelo Full con 4 levantavidrios, Aire acondicionado funcionando, tapizado original, llantas de aleación, 4 cubiertas Yokohama, abertura de baúl interior. Se vende transferido si o si."
Peugeot 207 1.4 Allure 75cv,2012,137.000,https://auto.mercadolibre.com.ar/MLA-1940831504-peugeot-207-14-allure-75cv,6300000 pesos,Villa Ballester - General San Martín - Bs.As. G.B.A. Norte,Titular al día. Vtv al día. Papelería al día.El auto cuenta con 137.000km reales. Soy 2do dueño.Debe multas que serán abonadas por mi el día que se le haga la transferencia una vez vendido. Se puede ver por mi domicilio.Dejo mi WhatsApp 11 5414-1843
Chevrolet Agile Lt,2010,135.000,https://auto.mercadolibre.com.ar/MLA-1940888370-chevrolet-agile-lt,6350000 pesos,Malvinas Argentinas - Bs.As. G.B.A. Norte,Chevrolet ágile 2010 135mil kmts titular con GNC prueba hidráulica y Vtv hasta 2025 levanta vidrios delanteros. Los polvorines se va transferido. Parabrisas roto y detalles por eso el precio con menos de 1000000 se deja en perfectas condiciones
Renault Sandero 1.6 Confort 105cv,2011,111.000,https://auto.mercadolibre.com.ar/MLA-1456501847-renault-sandero-16-confort-105cv,6500 dólares,Centro - La Plata - Buenos Aires Interior,"Vendo Renault Sander Confort motor 1.6 8 valvulas 111.000km kilometros hechos en ruta, modelo 2011, papeles al día, con vtv hasta noviembre 2024, en perfecto estado, equipado con: EXTERIOR: ruedas de 14"" con cubierta Firestone como nuevas, espejos exteriores color carrocería, apertura de tapa tanque de nafta desde adentro.INTERIOR: Asiento trasero rebatible, asiento trasero rebatible 1/3 2/3, manijas de puertas internas cromadas, palanca de cambios con detalles cromados, salidas de aire laterales y en consola central color aluminio.CONFORT : 3 apoyacabezas traseros, aire acondicionado, cierre central de puertas, akre acondicionado, desempaña luneta, computadora de a bordo, dirección asistida, levantacristales delanteros con comando manual, levantacristales traseros manuales, sistema de audio con MP3, entrada aux, USB y conectividad Bluetooth®, sistema Media Evolution® compatible con Android Auto® y Apple Car Play®, alarma de luces encendida.SEGURIDAD: ABS, airbags para el conductor ,cinturones de seguridad delanteros ajustables en altura, cinturones de seguridad inerciales de 3 puntos. Listo para transferir, NO PERMUTO, se puede ver con mécanico sin compromiso."
Ford Ka 1.6 Fly Viral 95cv,2012,181.000,https://auto.mercadolibre.com.ar/MLA-1456567399-ford-ka-16-fly-viral-95cv,6500 dólares,Universitario - Bahía Blanca - Buenos Aires Interior,El vendedor no incluyó una descripción del producto
Volkswagen Caddy 1.9 Sd,2007,95.500,https://auto.mercadolibre.com.ar/MLA-1456582057-volkswagen-caddy-2007-19-sd,6500 dólares,Capital Federal - Capital Federal,- 95.500 km reales- Aire acondicionado - VTV aprobada 10/2024- Se le hizo cambio de correa y distribución completa a los 92mil km
Volvo S40 2.4 I 170hp At Pack Plus,2006,220.000,https://auto.mercadolibre.com.ar/MLA-1456645691-volvo-s40-2006-24-i-170hp-at-pack-plus,6500 dólares,Escobar - Bs.As. G.B.A. Norte,El vendedor no incluyó una descripción del producto
Volkswagen Gol 1.6 I Comfortline 60a,2006,54.000,https://auto.mercadolibre.com.ar/MLA-1940528448-volkswagen-gol-16-i-comfortline-60a,6500 dólares,Caballito - Capital Federal - Capital Federal,"Titular directo, pintura 100% original.54.000 km realesDistribución completa, cubiertas con menos de 5000 km.Tiene algunos detalles (marcas) pero esta realmente increible, tenia fundas desde okm, los tapizados no tienen 1 sola mancha.Se v3nde únicamente transferido y no se baja el precio."
Chevrolet Celta 1.4N LT SPIRIT,2013,78.000,https://auto.mercadolibre.com.ar/MLA-1940541656-chevrolet-celta,6500 dólares,San Isidro - San Isidro - Bs.As. G.B.A. Norte,Chevrolet Celta año 2013 en muy buen estado.VTV al día
Toyota Corolla 1.6 Gli,1998,300.000,https://auto.mercadolibre.com.ar/MLA-1940785860-toyota-corolla,6500 dólares,Las Heras - Las Heras - Mendoza,"Vendo toyota corolla GLI.Full full. Techo electrico. Espejos electricos.Motor hecho a nuevo hace 3.000km:-Metales nuevos-Aros npr-Todos los retenes son nuevos-Filtro de aceite original toyota y aceite  castrol 10-40 con 300km.-Filtro de nafta nuevo-Mangueras de agua nuevas-Patas de motor en elastomero-Junta multilamina Illinois de 1.3mm, pintada con aerosol de cobre.-Inyectores pasados por ultrasonido-Sonda lambda nueva- Alternador recien reparado-Distribucion con 3.000km-Bomba de agua tiene 1 año.-Todas las correas son nuevas-Bujias nuevas-Cables de bujia traidos de Chile, mejores que los originales.-Discos y pastillas y cubrepolvo de tornillos delanteros, nuevos. -Suspe delantera regulable, marca 302hp, tiene menos de 2 horas de uso a dia de la publicacion.-Suspe trasera regulable, se trabajo vastago y se colocó camisa hace 1 año aprox.-Al interior se le realizo un detallado hace poco. -Le funciona todo!-Faltantes como A/C, recipiente de liquido de limpiaparabrisas, etc, están todos guardados y todo funcional. Es cuestion de colocarlos.-Llantas volk te37v con cubiertas Vitour.Opcion A: El auto se entrega armado como está, con las 5 llantas originales incluidas y todo lo que se le ha sacado al auto. Por el precio publicado.Opcion B: se entrega solo con llantas y suspension original por un precio inferior."
Chevrolet Celta Lt 1.4,2011,97.000,https://auto.mercadolibre.com.ar/MLA-1941163944-chevrolet-celta-lt-14,6500 dólares,Villa Ballester - General San Martín - Bs.As. G.B.A. Norte,El vendedor no incluyó una descripción del producto
Volkswagen Gol Trend 1.6 101cv,2012,192.000,https://auto.mercadolibre.com.ar/MLA-1941174392-volkswagen-gol-trend-16-101cv,6500 dólares,Villa Libertad - General San Martín - Bs.As. G.B.A. Norte,El vendedor no incluyó una descripción del producto
Citroën C3 1.6 I Exclusive,2005,160.000,https://auto.mercadolibre.com.ar/MLA-1941195590-citron-c3-2005-16-i-exclusive,6500 dólares,Lanús - Bs.As. G.B.A. Sur,"Lo vendo por necesidad, al auto no hay que hacerle nada... Todos los años se le hizo cambio de aceite y filtros (hace 500km se la hice) Kit de distribución completa hecha en mayo. Le funciona todo, siempre muy cuidado y guardado en garage. Uso familiar!!! De mecánica en 10. Estetica un 9 solo porque se salta la pintura del guardabarro como se ve en la foto delantera y un poco trasero. No consume nada...Ni aceite ni agua!! Levanta vidrios en las 4 puertas, espejos electr.  Dejo mi teléfono para más detalle. Se va si o si transferido."
Citroën C4 2.0 Hdi Sx,2009,220.000,https://auto.mercadolibre.com.ar/MLA-1941231516-citroen-c4,6500 dólares,Centro - Pinamar - Bs.As. Costa Atlántica,"C4 SX cola corta - 2.0 hdi - 2009220mil kilometros - VTV hasta julio 2025Equipamiento:Cierre centralizado, alarma Onetouch en las 4 ventanas (se cierran solas con la alarma)airbags delanteros frontal conductor y pasajeroBolante multifuncion, computadora de abordoSensor de estacionamiento/ espejos eléctricos Climatizador bizona Velocidad crucero/ limitador de velocidadForzador de aire para las plazas traseras Llantas de aleacion 16 pulgadasDisco en las 4 con AbsInterior todo pana Equipo de cd con controles al volante Agregados:4 cubiertas nuevas Creeled en las Luces de alta/baja y rompe nieblaParlantes pionner luneta trasera Luces de acompañamiento en pies Consola audio para usb y bluetoothValor expresado en dólares."
Fiat Fiorino 1.4 Fire Evo 87cv,2017,132.500,https://auto.mercadolibre.com.ar/MLA-1941259684-fiat-fiorino-14-fire-evo-87cv,6500 dólares,Castelar - Bs.As. G.B.A. Oeste,Debe patentes y multas
Chevrolet Aveo 1.6 Lt,2011,140.000,https://auto.mercadolibre.com.ar/MLA-1941268988-chevrolet-aveo-2011-16-lt,6500 dólares,Moreno - Bs.As. G.B.A. Oeste,"Chevrolet Aveo LT 1.6 2011. 140mil km. Con gnc de 5ta. Prueba hidráulica recién hecha. VTV hecha en julio.Aire , dirección hidráulica, levanta vidrios, cierre centralizado, alarma. Soy titular, esta absolutamente todo al día. se vende únicamente transferido. Esta hecho el extravío de las patentes el 02/05/2024 en octubre aprox llegan las chapas. Muy buen andar, mecánicamente diez puntos.NO PERMUTO. El precio es el publicado."
Audi A4 Avant 3.0 I Tiptronic,2007,350.000,https://auto.mercadolibre.com.ar/MLA-1941272744-audi-a4-avant-30-i-tiptronic,6500 dólares,Floresta - Capital Federal - Capital Federal,Mecanica exelente detalles estéticos adeuda 1000 usd entre multas y patentes
Citroën C4 1.6 X Pack Look,2012,182.000,https://auto.mercadolibre.com.ar/MLA-1456532943-citron-c4-2012-16-x-pack-look,6600 dólares,Capital Federal - Capital Federal,Vendo Citroen  C4 2012 en Excelente estado  en capital Federal se puede ver por la zona de Liniers solo llamada o me sale de WhatsApp
Renault Clio 1.2 Authentique Pack Ii 75cv,2012,115.200,https://auto.mercadolibre.com.ar/MLA-1456683941-renault-clio,6600 dólares,Belén de Escobar - Escobar - Bs.As. G.B.A. Norte,"Renault Clío pack II aire y dirección, soy 3er dueñocuento con 2da llave y manuales2 cubiertas nuevas delanteracambio de aceite y filtro a las 112.000cambio de distribución a las 112.000vtv echa hace 3 mesestitular el coche anda perfectamente, lo vendo porque necesito un coche mas grande, nada para hacerle tiene muy lindo andar y consumo muy bajo SE VA TRANSFERIDO!!!"
Chevrolet Vectra 2.4 Gt Cd,2009,150.000,https://auto.mercadolibre.com.ar/MLA-1456580149-chevrolet-vectra-2009-24-gt-cd,6500000 pesos,General Rodríguez - Bs.As. G.B.A. Oeste,El vendedor no incluyó una descripción del producto
Peugeot 206 1.4 Generation 75cv,2009,209.000,https://auto.mercadolibre.com.ar/MLA-1456710095-peugeot-206-2009-14-generation-75cv,6500000 pesos,San Ignacio - Misiones,"Vehículo con 08 firmado, vtv al día, no tiene pedido de prenda ni captura nada raro. Único detalle revisar levanta cristal acompañante. Resto solo cargar nafta y viajar"
Ford Fiesta 1.6 Ambiente,2005,120.000,https://auto.mercadolibre.com.ar/MLA-1940845470-ford-fiesta-16-ambiente,6500000 pesos,Avellaneda - Avellaneda - Bs.As. G.B.A. Sur,El vendedor no incluyó una descripción del producto
Fiat Palio 1.4 Weekend Trekking,2008,190.000,https://auto.mercadolibre.com.ar/MLA-1940854370-fiat-palio-14-weekend-trekking,6500000 pesos,Flores - Capital Federal - Capital Federal,El vendedor no incluyó una descripción del producto
Ford Fiesta 1.6 Ambiente Plus Mp3,2008,391.000,https://auto.mercadolibre.com.ar/MLA-1940894722-ford-fiesta-ambiente,6500000 pesos,Wilde - Avellaneda - Bs.As. G.B.A. Sur,"vendo ford fiesta ambiente 2008,motor 1.6 zetec rocan cadenero,motor nuevo,embrague nuevo,bien de cubiertas pintura e interior,tiene buen andar,dos tubos de gnc al dia,soy titular sin deudas y sin multas,se entrega transferido ,se puede pasar a ver por mi domicilio en zona sur avellaneda."
Renault Logan 1.6 Aa Da,2009,287.212,https://auto.mercadolibre.com.ar/MLA-1941208746-renault-logan-2009-16-aa-da,6500000 pesos,San Lorenzo - Salta,"Renault logan 2009 1.6 8v base En muy buen estado, uso familiar solamente."
Renault Clio 1.2 Pack Plus,2011,124.000,https://auto.mercadolibre.com.ar/MLA-1941163604-renault-clio-12-pack-plus,6650 dólares,San Antonio de Padua - Merlo - Bs.As. G.B.A. Oeste,Titular
Toyota Corolla Vvt I,2004,290.000,https://auto.mercadolibre.com.ar/MLA-1941215428-toyota-corolla-vvt-i,6700000 pesos,Lules - Tucumán,Vendo Toyota Corolla impecsble le anda todo aire dirección cierre alarma listo para transferir interior impecable se reciben permutas el precio es charlable
Audi A3 1.9 I 110hp,2004,190.000,https://auto.mercadolibre.com.ar/MLA-1456495159-audi-a3-19-i-110hp,6900 dólares,Lanús Este - Lanús - Bs.As. G.B.A. Sur,Se Vende*AUDI A3*DieselTD1.9Año 2004.190mil km.Cubiertas Michelin nuevas.Motor excelente.Butacas e interior muy bien.Amortiguadores nuevos.Frenos nuevos.Papeles al dia.Listo para transferirAirbags conductor y acompañante.Solamente Falta pintura en paragolpes delantero y capot
Volkswagen Voyage 1.6 Highline 101cv,2013,242.000,https://auto.mercadolibre.com.ar/MLA-1456529613-volkswagen-vogaye-2013-16-highline-unico-dueno,6900 dólares,Ituzaingó Norte - Ituzaingó - Bs.As. G.B.A. Oeste,El vendedor no incluyó una descripción del producto
